canonical_term,category,official_sources,source_documents,source_count,ra,aliases,confidence,manually_reviewed,safe_for_tutor,safe_for_examiner,official_grading_authority,notes,quality_flags
Aglianico del Vulture,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.138""]",[],high,false,true,false,false,"Matched official PDF pages: 13 | Matched official PDF pages: 138, 206",[]
Alsace Grand Cru,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.101""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 101, 206",[]
Amarone della Valpolicella,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.132""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 24 | Matched official PDF pages: 132, 206",[]
Anjou,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.104""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 28 | Matched official PDF pages: 104, 105, 106, 107, 206, 208",[]
Asti,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.133""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 18, 19, 25 | Matched official PDF pages: 133, 134, 186, 191, 206",[]
Bandol,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.116""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 116, 206",[]
Barbaresco,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.133""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 24 | Matched official PDF pages: 133, 206",[]
Barbera d’Asti,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.133""]","[""Barbera d’Asti""]",high,false,true,false,false,"Matched official PDF pages: 13 | Matched official PDF pages: 133, 206","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Barolo,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.130""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 24 | Matched official PDF pages: 130, 133",[]
Barsac,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.91""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 91, 206",[]
Beaujolais Villages,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.99""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 99, 100, 206",[]
Bergerac,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.92""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 92, 206",[]
Bolgheri,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.136""]",[],high,false,true,false,false,"Matched official PDF pages: 13 | Matched official PDF pages: 136, 206",[]
Bordeaux Supérieur,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.89""]","[""Bordeaux Superieur""]",high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 89, 206","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Bourgogne,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.96""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 18, 23 | Matched official PDF pages: 96, 97, 98, 106, 190, 206",[]
Bourgueil,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.106""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 106, 206",[]
Brouilly,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.100""]",[],high,false,true,false,false,Matched official PDF pages: 12 | Matched official PDF pages: 100,[]
Brunello di Montalcino,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.136""]",[],high,false,true,false,false,Matched official PDF pages: 13 | Matched official PDF pages: 136,[]
Cahors,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.92""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 92, 206",[]
Cava,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""Study Guide p.143""]",[],high,false,true,false,false,"Matched official PDF pages: 18, 19, 25 | Matched official PDF pages: 143, 144, 190, 191, 206",[]
Chablis,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""SAT chapter""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 16, 40, 69, 70, 71, 83, 84, 94, 95, 96, 206",[]
Chianti,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.135""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 24 | Matched official PDF pages: 135, 136, 206",[]
Chianti Classico,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.135""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 24 | Matched official PDF pages: 135, 136, 206",[]
Chinon,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.106""]",[],high,false,true,false,false,Matched official PDF pages: 12 | Matched official PDF pages: 106,[]
Châteauneuf-du-Pape,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.78""]","[""Chateauneuf-du-Pape""]",high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 78, 111, 112, 113, 206","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Collio,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.130""]",[],high,false,true,false,false,"Matched official PDF pages: 13 | Matched official PDF pages: 130, 131",[]
Condrieu,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.109""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 109, 111, 206",[]
Conegliano-Valdobbiadene,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""Study Guide p.190""]",[],high,false,true,false,false,"Matched official PDF pages: 18 | Matched official PDF pages: 190, 191, 206",[]
Cornas,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.110""]",[],high,false,true,false,false,Matched official PDF pages: 12 | Matched official PDF pages: 110,[]
Coteaux du Layon,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.106""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 106, 207",[]
Crozes-Hermitage,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.110""]",[],high,false,true,false,false,Matched official PDF pages: 12 | Matched official PDF pages: 110,[]
Crémant de Bourgogne,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""Study Guide p.190""]","[""Cremant de Bourgogne""]",high,false,true,false,false,Matched official PDF pages: 18 | Matched official PDF pages: 190,"[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Crémant de Loire,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""Study Guide p.104""]","[""Cremant de Loire""]",high,false,true,false,false,"Matched official PDF pages: 18 | Matched official PDF pages: 104, 190","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Crémant d’Alsace,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""Study Guide p.190""]","[""Cremant d’Alsace""]",high,false,true,false,false,Matched official PDF pages: 18 | Matched official PDF pages: 190,"[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Côte Rôtie,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.78""]","[""Cote Rotie""]",high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 78, 109, 207","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Côtes de Bordeaux,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.90""]","[""Cotes de Bordeaux""]",high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 90, 91, 207","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Côtes de Gascogne,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.92""]","[""Cotes de Gascogne""]",high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 92, 207","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Côtes du Rhône,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.109""]","[""Cotes du Rhone""]",high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 109, 112, 207","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Côtes du Rhône Villages,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.112""]","[""Cotes du Rhone Villages""]",high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 112, 207","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Côtes du Roussillon,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.115""]","[""Cotes du Roussillon""]",high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 115, 116, 207","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Côtes du Roussillon Villages,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.116""]","[""Cotes du Roussillon Villages""]",high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 116, 207","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Dolcetto d’Alba,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.133""]","[""Dolcetto d’Alba""]",high,false,true,false,false,"Matched official PDF pages: 13 | Matched official PDF pages: 133, 207","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Entre-Deux-Mers,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.88""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 88, 91, 92, 207",[]
Fiano di Avellino,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.138""]",[],high,false,true,false,false,"Matched official PDF pages: 13 | Matched official PDF pages: 138, 207",[]
Fitou,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.116""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 116, 207",[]
Fleurie,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.100""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 100, 207",[]
Gavi,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.134""]",[],high,false,true,false,false,"Matched official PDF pages: 13 | Matched official PDF pages: 134, 207",[]
Gigondas,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.113""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 113, 207",[]
Graves,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.87""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 87, 88, 89, 90, 91, 207",[]
Hermitage,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.78""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 78, 108, 109, 110, 207",[]
IGP Pays d’Oc,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.114""]","[""Pays d'Oc""]",high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 114, 115, 116, 208","[""duplicate_alias"", ""needs_human_review"", ""possible_ocr_issue""]"
Jurançon,appellation,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,Matched official PDF pages: 12,[]
Madiran,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.92""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 92, 207",[]
Margaux,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.89""]",[],high,false,true,false,false,Matched official PDF pages: 12 | Matched official PDF pages: 89,[]
Menetou-Salon,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.104""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 104, 208",[]
Minervois,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.115""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 115, 116, 208",[]
Monbazillac,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.92""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 92, 208",[]
Morgon,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.100""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 100, 208",[]
Muscadet,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.22""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 22, 106, 208",[]
Muscadet Sèvre et Maine,appellation,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,Matched official PDF pages: 12,[]
Muscat de Beaumes-de-Venise,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA4/RA5"", ""Study Guide p.113""]",[],high,false,true,false,false,"Matched official PDF pages: 20, 25 | Matched official PDF pages: 113, 208",[]
Médoc,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.75""]","[""Medoc""]",high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 75, 87, 88, 89, 90, 91, 207","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Nemea,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.127""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 15, 24 | Matched official PDF pages: 127, 208",[]
Pauillac,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.89""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 89, 208",[]
Pessac-Léognan,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.66""]","[""Pessac-Leognan""]",high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 66, 69, 90, 91, 208","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Pomerol,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.76""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 76, 87, 88, 90, 208",[]
Pouilly-Fumé,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.104""]","[""Pouilly-Fume""]",high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 104","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Prosecco,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""Study Guide p.131""]",[],high,false,true,false,false,"Matched official PDF pages: 18, 19, 25 | Matched official PDF pages: 131, 186, 190, 191, 208",[]
Ribera del Duero,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.145""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 24, 28 | Matched official PDF pages: 145, 208",[]
Rioja,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""SAT chapter""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 24 | Matched official PDF pages: 14, 78, 141, 143, 145, 166, 167, 190, 207, 208",[]
Rutherglen,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA4/RA5"", ""SAT chapter""]",[],high,false,true,false,false,"Matched official PDF pages: 20, 25 | Matched official PDF pages: 15, 53, 204, 208",[]
Saint-Estèphe,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.89""]","[""Saint-Estephe""]",high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 89, 208","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Saint-Joseph,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.109""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 109, 208",[]
Saint-Julien,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.89""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 89, 208",[]
Saint-Émilion,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.76""]","[""Saint-Emilion""]",high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 76, 88, 90","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Saint-Émilion Grand Cru,appellation,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23",[]
Sancerre,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.22""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 22, 66, 104, 105, 107, 208",[]
Sauternes,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""SAT chapter""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 23 | Matched official PDF pages: 14, 88, 91, 126, 208",[]
Savennières,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.106""]","[""Savennieres""]",high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 106, 208","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Soave,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.130""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 24 | Matched official PDF pages: 130, 131, 132, 209",[]
Soave Classico,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.132""]",[],high,false,true,false,false,"Matched official PDF pages: 13 | Matched official PDF pages: 132, 209",[]
Taurasi,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.138""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 24 | Matched official PDF pages: 138, 209",[]
Tavel,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.112""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 112, 113",[]
Touraine,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.104""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 104, 105, 106, 107, 209",[]
Vacqueyras,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.113""]",[],high,false,true,false,false,"Matched official PDF pages: 12 | Matched official PDF pages: 113, 209",[]
